,fold,model,DeepRank_GNN,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,seqid,classification,caseID,target,DeepRank,HADDOCK,iScore,ATOM20,ATOM40,GOAP,ATOM+GOAP,GNN_DOVE
115637,fold6,T54_595_conv,0.0126001499593257,9/64,0.0,1.0,25.7086,10.2712,9.8021,20.8007,178.3073,100.0,incorrect,T54,0,-5.075096845626831,-62.74426,4.598,0.0027,0.0002,0.0159,0.1826,0.1693
115638,fold6,T54_596_conv,0.0106471311300992,17/64,0.0,1.0,32.6654,11.7928,12.7183,29.4007,111.953,100.0,incorrect,T54,0,-4.724817991256714,122.431236,2.23,0.0081,0.0,0.027,0.0196,0.082
115639,fold6,T54_597_conv,0.0334680713713169,5/64,0.0,1.0,46.0769,14.3276,15.5661,43.5119,166.0367,100.0,incorrect,T54,0,1.2677810192108154,-92.57476,-0.152,0.0,0.0,0.2845,0.1958,0.1743
115640,fold6,T54_598_conv,0.0085563696920871,7/64,0.0,1.0,42.8594,12.4349,14.7532,41.7239,68.29,100.0,incorrect,T54,0,-7.419203758239746,-63.67703,1.706,0.0001,0.0,0.0452,0.1138,0.2706
115641,fold6,T54_599_conv,0.0494967177510261,4/64,0.0,1.0,45.3441,15.4659,15.7141,42.6208,154.1658,100.0,incorrect,T54,0,-0.3572169244289398,-104.8955,-0.117,0.0,0.0002,0.0591,0.0748,0.1448
115642,fold6,T54_59_conv,0.5007150769233704,78/64,0.02,0.9811,12.8604,5.6828,7.0039,11.8586,8.2252,100.0,"clashes,incorrect",T54,0,-8944.125,7500.26308,12.345999999999998,0.0095,0.0002,0.0117,0.0388,0.0673
115643,fold6,T54_600_conv,-0.0026492718607187,14/64,0.0,1.0,39.6855,14.0892,14.8469,36.674,178.1511,100.0,incorrect,T54,0,-22.09120273590088,61.56502,5.183,0.0009,0.0,0.0092,0.0445,0.1163
115644,fold6,T54_601_conv,0.0639875531196594,3/64,0.08,0.907,26.4944,10.6963,10.6343,22.5616,98.7873,100.0,incorrect,T54,0,2.0642311573028564,-84.39336,0.5539999999999999,0.0004,0.0,0.0145,0.0256,0.0719
115645,fold6,T54_602_conv,0.0369768366217613,1/64,0.0,1.0,51.3098,16.5914,16.8758,49.0743,157.6714,100.0,incorrect,T54,0,0.3446886837482452,-35.06054,2.084,0.0118,0.0003,0.0396,0.0906,0.0952
115646,fold6,T54_603_conv,0.3510210514068603,6/64,0.02,0.9855,26.1794,10.6326,10.7939,23.9982,71.1091,100.0,incorrect,T54,0,2.313427567481994,-132.10824,-0.046,0.0012,0.0,0.0505,0.0573,0.1256
115647,fold6,T54_604_conv,0.0370680056512355,4/64,0.06,0.9434,39.1364,11.7489,12.4739,36.1281,152.65,100.0,incorrect,T54,0,3.051336884498596,-148.75,0.048,0.0037,0.0001,0.3458,0.5666,0.1206
115648,fold6,T54_605_conv,0.0254994072020053,2/64,0.02,0.9836,41.4093,9.1594,11.6206,38.2865,145.3203,100.0,incorrect,T54,0,3.3526827096939087,-146.8362,-0.212,0.1843,0.4125,0.0188,0.7771,0.0708
115649,fold6,T54_606_conv,0.0361398831009864,3/64,0.26,0.6486,5.7596,3.2430000000000003,3.6176,2.0565,38.9895,100.0,acceptable,T54,1,1.9450968503952024,-61.6813,-0.71,0.0583,0.0005,0.0858,0.0679,0.08
115650,fold6,T54_607_conv,0.1815628558397293,31/64,0.0,1.0,39.5076,14.7441,15.6708,36.2241,173.3121,100.0,incorrect,T54,0,-8.700114250183105,1401.57152,1.893,0.0002,0.0,0.0009,0.0121,0.0995
115651,fold6,T54_608_conv,0.0138038080185651,7/64,0.0,1.0,49.3279,14.1946,15.9701,48.1596,93.2757,100.0,incorrect,T54,0,3.232998728752136,-56.53202,-0.908,0.0007,0.0005,0.0562,0.0081,0.1113
115652,fold6,T54_609_conv,0.1253083199262619,5/64,0.0,1.0,48.9111,14.4091,15.1463,46.618,172.0361,100.0,incorrect,T54,0,0.5296306908130646,-42.726588,4.541,0.0649,0.0023,0.0034,0.0687,0.1256
115653,fold6,T54_60_conv,-0.0003037359565496,5/64,0.0,1.0,41.6262,12.6527,13.6609,39.8888,101.0705,100.0,incorrect,T54,0,0.3571985065937042,-54.76648,2.414,0.0461,0.0001,0.0049,0.096,0.1139
115654,fold6,T54_610_conv,0.0064981281757354,7/64,0.04,0.9474,24.69,6.5521,7.285,22.1337,80.5587,100.0,incorrect,T54,0,-6.865490436553955,8.833860000000003,-0.42,0.0017,0.0,0.0013,0.0132,0.1239
115655,fold6,T54_611_conv,0.5009074807167053,4/64,0.14,0.8654,10.0809,5.2174,5.8424,4.3379,61.527,100.0,incorrect,T54,0,3.2698590755462646,-121.3419,0.141,0.0822,0.0,0.1258,0.0697,0.0943
115656,fold6,T54_612_conv,0.033219140022993,11/64,0.0,1.0,45.2179,13.7105,15.877,43.8582,93.285,100.0,incorrect,T54,0,-2.0704598426818848,-74.2282,1.183,0.0016,0.0001,0.0723,0.7542,0.5357
115657,fold6,T54_613_conv,0.2472684979438781,7/64,0.04,0.9649,32.4457,6.9222,8.0825,29.1221,120.8843,100.0,incorrect,T54,0,2.8660687208175664,-130.3858,-0.117,0.0152,0.0069,0.0379,0.5954,0.0758
115658,fold6,T54_614_conv,0.0162370055913925,5/64,0.0,1.0,46.1594,9.5854,11.5514,44.2157,124.4843,100.0,incorrect,T54,0,-0.4795491695404053,-96.51778,0.256,0.0,0.0001,0.044,0.0971,0.0773
115659,fold6,T54_615_conv,0.3682431578636169,7/64,0.02,0.9778,29.4428,10.4548,11.1137,24.3927,135.0618,100.0,incorrect,T54,0,2.4453303813934326,-145.6109,-0.175,0.003,0.0429,0.302,0.1368,0.0661
115660,fold6,T54_616_conv,0.0088972663506865,72/64,0.0,1.0,24.753,6.7054,7.6206,23.6546,47.1232,100.0,"clashes,incorrect",T54,0,-635.8858671188352,6758.2235,11.888,0.0596,0.0007,0.0072,0.0074,0.0694
115661,fold6,T54_617_conv,0.0104687549173831,36/64,0.0,1.0,37.076,14.0672,15.8668,34.2949,105.3599,100.0,incorrect,T54,0,-43111.4677734375,2284.23924,3.53,0.0227,0.0,0.0095,0.0123,0.087
115662,fold6,T54_618_conv,0.2538391649723053,4/64,0.04,0.9747,36.9029,13.3026,13.1719,33.5006,165.3803,100.0,incorrect,T54,0,3.498025298118592,-147.26398,-0.354,0.001,0.0018,0.2246,0.411,0.1622
115663,fold6,T54_619_conv,0.0733670145273208,9/64,0.0,1.0,40.481,12.4028,13.6134,37.0497,174.1353,100.0,incorrect,T54,0,3.237636923789978,-145.7992,-0.406,0.1832,0.0001,0.0168,0.0733,0.1841
115664,fold6,T54_61_conv,0.3353163301944733,2/64,0.08,0.9344,21.4152,9.2717,9.9302,14.8323,117.5996,100.0,incorrect,T54,0,3.508599877357483,-139.42862,-0.412,0.0269,0.0001,0.0182,0.0811,0.0703
115665,fold6,T54_620_conv,1.0418765544891355,4/64,0.08,0.8857,32.2313,10.9942,12.3061,27.706,144.625,100.0,incorrect,T54,0,2.902679324150085,-146.3756,-0.77,0.0161,0.0012,0.016,0.3666,0.0686
115666,fold6,T54_621_conv,0.003860704600811,69/64,0.0,1.0,42.2899,14.2831,15.9902,41.8583,44.1521,100.0,"clashes,incorrect",T54,0,-71.6884536743164,855.41846,3.494,0.0,0.0002,0.0009,0.1074,0.0442
115667,fold6,T54_622_conv,0.1082243770360946,5/64,0.02,0.9375,38.5209,14.0002,14.5787,35.1486,163.8961,100.0,incorrect,T54,0,0.4177587330341339,-63.7861,2.471,0.0569,0.0002,0.0209,0.0226,0.0718
115668,fold6,T54_623_conv,0.09498992562294,3/64,0.0,1.0,52.1992,12.6138,13.7502,49.9522,164.3297,100.0,incorrect,T54,0,1.1007360517978668,-61.28394,1.016,0.0023,0.0009,0.1638,0.0955,0.1317
115669,fold6,T54_624_conv,0.5183343887329102,5/64,0.1,0.878,28.7208,9.2219,9.7898,25.6537,111.1875,100.0,incorrect,T54,0,3.26773202419281,-101.14384,-0.477,0.049,0.0004,0.0073,0.0463,0.0676
115670,fold6,T54_625_conv,0.5601488947868347,5/64,0.1,0.8936,30.2667,9.2662,9.9196,27.1556,118.8573,100.0,incorrect,T54,0,3.149401307106018,-137.9638,-0.6409999999999999,0.0831,0.0008,0.0014,0.0392,0.0546
115671,fold6,T54_626_conv,0.0363704562187194,3/64,0.0,1.0,35.384,15.914,16.5465,30.4085,177.3715,100.0,incorrect,T54,0,1.965065121650696,-65.94612,-0.894,0.0092,0.0,0.0212,0.0199,0.0837
115672,fold6,T54_627_conv,0.2612794041633606,7/64,0.18,0.8525,13.9523,6.3409,6.7685,8.3487,73.9706,100.0,incorrect,T54,0,2.241421222686768,-110.62536,-0.5710000000000001,0.0015,0.0004,0.0498,0.0531,0.1252
115673,fold6,T54_628_conv,0.0132780252024531,33/64,0.0,1.0,36.3267,13.8543,13.7332,33.0997,165.8971,100.0,incorrect,T54,0,-9.017689168453217,152.88593,2.445,0.0321,0.0,0.0011,0.0294,0.0754
115674,fold6,T54_629_conv,-0.0005283560603857,10/64,0.0,1.0,27.6994,11.4835,12.7456,23.978,133.3744,100.0,incorrect,T54,0,-9.52914571762085,-71.2674,2.02,0.0,0.0003,0.0594,0.0265,0.0638
115675,fold6,T54_62_conv,0.8901669979095459,7/64,0.08,0.9245,28.7874,11.2724,12.7735,22.7519,146.7785,100.0,incorrect,T54,0,3.183606266975404,-162.3227,-0.905,0.0114,0.0034,0.0266,0.0726,0.042
115676,fold6,T54_630_conv,0.0231101922690868,69/64,0.0,1.0,44.036,9.1517,11.2082,41.6782,141.1597,100.0,"clashes,incorrect",T54,0,-14.289931297302244,638.48606,0.7090000000000001,0.0002,0.0007,0.0026,0.1467,0.1667
115677,fold6,T54_631_conv,0.2656188607215881,4/64,0.0,1.0,34.8772,8.4589,9.6014,31.9479,135.3153,100.0,incorrect,T54,0,3.164610743522644,-114.27252,0.081,0.4739,0.0002,0.0157,0.1224,0.2163
115678,fold6,T54_632_conv,0.6350312232971191,6/64,0.08,0.9048,27.6091,12.1608,13.4163,20.9573,149.7748,100.0,incorrect,T54,0,2.060411810874939,-137.8984,-0.473,0.012,0.0845,0.0857,0.0822,0.0597
115679,fold6,T54_633_conv,0.2143647223711013,74/64,0.02,0.9783,14.2336,4.7849,5.3959,13.8836,20.1623,100.0,"clashes,incorrect",T54,0,-13399.591796875,5353.79378,9.129,0.0002,0.0011,0.0396,0.0028,0.0878
115680,fold6,T54_634_conv,0.0307624824345111,5/64,0.0,1.0,42.3312,13.3171,14.8588,38.9488,170.3037,100.0,incorrect,T54,0,0.5905428230762482,-63.3291,0.65,0.0248,0.0084,0.0027,0.0175,0.0893
115681,fold6,T54_635_conv,0.0077425669878721,43/64,0.04,0.95,33.5773,13.6127,14.1823,29.938,170.8278,100.0,incorrect,T54,0,-235.9388084411621,1486.76264,1.886,0.0001,0.0,0.0294,0.0379,0.0812
115682,fold6,T54_636_conv,0.2672236263751984,5/64,0.28,0.7941,8.4092,4.4199,6.6532,4.9035,36.4907,100.0,acceptable,T54,1,3.249529480934143,-165.7697,-0.828,0.071,0.0,0.2147,0.1279,0.186
115683,fold6,T54_637_conv,0.1595197767019272,2/64,0.02,0.9375,41.7695,15.5438,16.201,38.5558,164.7788,100.0,incorrect,T54,0,-1.0048699378967283,-59.8943,3.266,0.0027,0.0,0.0118,0.086,0.0717
115684,fold6,T54_639_conv,0.0797685533761978,8/64,0.0,1.0,15.9933,9.8653,10.1998,11.6461,94.8493,100.0,incorrect,T54,0,2.8242887258529663,-65.546,-0.855,0.0011,0.0001,0.0301,0.0279,0.0961
115685,fold6,T54_63_conv,0.6679986715316772,5/64,0.04,0.9667,41.2416,12.8934,14.2682,37.672,178.2263,100.0,incorrect,T54,0,3.7137800455093375,-147.2498,-0.7240000000000001,0.0062,0.0385,0.0578,0.4034,0.044
115686,fold6,T54_640_conv,0.90694659948349,6/64,0.0,1.0,27.8218,13.1596,13.6622,21.4902,168.4067,100.0,incorrect,T54,0,1.888772249221801,-122.2661,-0.445,0.0601,0.0022,0.0684,0.2797,0.0778
115687,fold6,T54_642_conv,0.0062518268823623,27/64,0.0,1.0,43.5297,13.7164,15.4596,41.7479,101.6531,100.0,incorrect,T54,0,-17.804810047149655,383.26626,4.03,0.0001,0.0001,0.0402,0.0237,0.195
115688,fold6,T54_643_conv,0.7348774671554565,3/64,0.02,0.9762,18.5717,7.647,8.1005,15.8637,80.1382,100.0,incorrect,T54,0,2.6943310499191284,-142.1074,-0.477,0.0429,0.0002,0.0086,0.6913,0.1719
115689,fold6,T54_644_conv,0.0127932084724307,10/64,0.0,1.0,38.4478,13.1932,13.8461,34.8541,178.3548,100.0,incorrect,T54,0,1.80853271484375,-153.2004,-0.568,0.0395,0.0016,0.1604,0.9246,0.0811
115690,fold6,T54_645_conv,0.2635156512260437,53/64,0.04,0.9565,28.4537,9.5529,10.0652,25.4737,113.8737,100.0,incorrect,T54,0,-73891790.0,5219.410379999998,9.157,0.0193,0.0,0.0029,0.0678,0.1813
115691,fold6,T54_646_conv,0.5466883182525635,5/64,0.44,0.614,5.2579,2.8884,3.7687,1.9917,29.824,100.0,acceptable,T54,1,3.3083239793777466,-126.0334,-0.199,0.2597,0.0121,0.1739,0.2859,0.0588
115692,fold6,T54_647_conv,0.5683584809303284,4/64,0.06,0.9483,13.1536,6.0176,6.4171,12.4465,31.9845,100.0,incorrect,T54,0,3.3349621295928955,-133.4541,-0.583,0.0755,0.0005,0.0928,0.0693,0.0926
115693,fold6,T54_648_conv,0.021537197753787,16/64,0.06,0.9286,21.9454,9.6044,10.5482,17.7643,93.0158,100.0,incorrect,T54,0,-2.262278378009796,220.54002000000003,1.457,0.0246,0.0003,0.0375,0.0297,0.062
115694,fold6,T54_650_conv,0.2007451802492141,28/64,0.0,1.0,49.5431,15.4444,15.5233,47.7131,121.1817,100.0,incorrect,T54,0,-0.9029546976089478,391.9909,0.176,0.0038,0.2056,0.0086,0.4412,0.0827
115695,fold6,T54_651_conv,0.0151006896048784,3/64,0.0,1.0,45.7688,10.383,12.1622,43.5293,149.5464,100.0,incorrect,T54,0,-3.930054306983948,-76.86261999999998,1.037,0.0,0.0035,0.2646,0.6102,0.0685
115696,fold6,T54_652_conv,0.005367761477828,7/64,0.0,1.0,42.7389,14.0647,15.4757,40.1453,108.5934,100.0,incorrect,T54,0,-3.33855938911438,-81.2494,0.8759999999999999,0.0003,0.002,0.1966,0.2967,0.1371
115697,fold6,T54_653_conv,0.1708401441574096,2/64,0.14,0.8627,31.6835,13.1644,13.57,27.2714,141.8425,100.0,incorrect,T54,0,2.4828425645828247,-101.04372,-0.361,0.0282,0.0005,0.0949,0.6537,0.1287
115698,fold6,T54_655_conv,0.1306629925966262,63/64,0.0,1.0,51.9239,16.7273,18.2085,49.0897,157.329,100.0,incorrect,T54,0,-11642.617919921877,2995.81657,4.495,0.0004,0.0005,0.0002,0.0018,0.4847
115699,fold6,T54_657_conv,0.0052404925227165,4/64,0.0,1.0,46.5889,9.6696,11.4452,44.3529,147.1317,100.0,incorrect,T54,0,-3.822613000869752,36.15196,1.805,0.0004,0.0006,0.2669,0.2342,0.0897
115700,fold6,T54_658_conv,0.0999676883220672,7/64,0.0,1.0,45.648,12.5529,13.8093,43.6478,125.6363,100.0,incorrect,T54,0,-0.1466681659221649,-81.12695,0.295,0.0001,0.0,0.0074,0.0622,0.1089
115701,fold6,T54_659_conv,0.0456497222185134,7/64,0.0,1.0,37.084,11.5791,12.1124,34.4665,132.7907,100.0,incorrect,T54,0,0.2942317128181457,-67.8271,0.424,0.0,0.0,0.068,0.1113,0.0735
115702,fold6,T54_660_conv,0.0893518328666687,6/64,0.0,1.0,46.6453,11.7709,13.0312,44.3111,164.5383,100.0,incorrect,T54,0,2.425968170166016,-113.435558,-0.136,0.0001,0.0005,0.0036,0.1377,0.0452
115703,fold6,T54_661_conv,0.0047055259346961,6/64,0.0,1.0,38.4091,9.1976,10.7078,37.2896,77.8881,100.0,incorrect,T54,0,-0.5951521694660187,-73.825704,1.5219999999999998,0.0014,0.0,0.0343,0.0498,0.0731
115704,fold6,T54_662_conv,0.011808049865067,7/64,0.02,0.9773,39.7683,13.4394,14.2095,36.2682,165.9392,100.0,incorrect,T54,0,2.926796793937683,-95.199,0.29,0.0134,0.0001,0.3432,0.5557,0.0831
115705,fold6,T54_663_conv,0.047761183232069,4/64,0.0,1.0,46.7664,11.9148,13.1686,44.4182,165.8054,100.0,incorrect,T54,0,2.389251589775085,-103.751916,0.108,0.0011,0.0003,0.0138,0.1505,0.0447
115706,fold6,T54_664_conv,0.2199759185314178,6/64,0.0,1.0,46.8337,11.7759,13.0448,44.5043,164.9599,100.0,incorrect,T54,0,1.8529962301254272,-110.329072,-0.041,0.0003,0.0002,0.004,0.1708,0.0472
115707,fold6,T54_665_conv,0.3090161383152008,4/64,0.02,0.9688,21.9155,12.1844,12.5174,12.813,160.0882,100.0,incorrect,T54,0,1.215577483177185,-73.10254,0.365,0.1282,0.0001,0.134,0.0268,0.0663
115708,fold6,T54_667_conv,0.9079485535621644,11/64,0.12,0.8723,30.6699,11.6186,13.2066,24.9926,152.7348,100.0,incorrect,T54,0,3.400846242904663,-178.4716,-1.073,0.2786,0.0,0.0056,0.2126,0.0771
115709,fold6,T54_668_conv,0.0809792578220367,4/64,0.08,0.9111,21.5719,8.9354,9.4275,15.216,114.8588,100.0,incorrect,T54,0,3.0355645418167114,-109.87322,-0.088,0.0383,0.0,0.0356,0.1406,0.0551
115710,fold6,T54_669_conv,0.2097713202238083,52/64,0.0,1.0,18.9288,11.5878,13.1182,8.5151,140.8115,100.0,incorrect,T54,0,-2047.880798339844,2173.619764,2.892,0.0047,0.0001,0.0125,0.0348,0.1139
115711,fold6,T54_66_conv,0.6131870746612549,11/64,0.08,0.9091,36.9307,12.7187,14.2399,32.5611,170.2705,100.0,incorrect,T54,0,3.719585537910461,-129.8697,-1.112,0.0851,0.0027,0.1484,0.115,0.0544
115712,fold6,T54_670_conv,0.0846742242574691,7/64,0.0,1.0,47.1374,14.9176,15.3498,44.5263,167.4531,100.0,incorrect,T54,0,2.4391515254974365,-97.93126,0.236,0.001,0.0,0.0392,0.0292,0.0913
115713,fold6,T54_671_conv,0.0889472216367721,5/64,0.2,0.8246,14.7953,7.5539,7.8211,8.8032,80.5822,100.0,incorrect,T54,0,2.5164711475372314,-63.509872,-0.263,0.3914,0.0,0.2182,0.0636,0.068
115714,fold6,T54_672_conv,0.0236682035028934,7/64,0.0,1.0,45.0369,10.5002,12.1208,42.3047,178.2622,100.0,incorrect,T54,0,3.3017252683639526,-148.0384,0.028,0.0017,0.0002,0.0577,0.2214,0.0984
115715,fold6,T54_673_conv,0.0083152167499065,2/64,0.16,0.619,12.934,5.2947,5.6474,10.5835,59.0259,100.0,incorrect,T54,0,0.9223194420337676,-61.11192,1.756,0.0027,0.0,0.0578,0.1915,0.1073
115716,fold6,T54_676_conv,0.5150578618049622,2/64,0.04,0.9167,27.0169,13.8954,13.7609,21.1147,133.7097,100.0,incorrect,T54,0,1.00204399228096,-66.3683,0.856,0.0199,0.0002,0.0684,0.0199,0.0734
115717,fold6,T54_677_conv,0.4290289282798767,1/64,0.08,0.875,20.2656,11.4948,12.1142,11.3685,130.208,100.0,incorrect,T54,0,2.7216211557388306,-111.69072,0.26,0.1294,0.0,0.0428,0.0169,0.0743
115718,fold6,T54_678_conv,0.3683018982410431,9/64,0.0,1.0,33.929,9.2882,10.2854,31.2246,121.0286,100.0,incorrect,T54,0,4.6016846895217896,-141.9308,-0.056,0.2182,0.0,0.0427,0.1154,0.0404
115719,fold6,T54_679_conv,0.3537264168262481,44/64,0.0,1.0,40.0552,13.1728,13.8019,37.0557,145.9829,100.0,incorrect,T54,0,-70841.0546875,4757.765579999998,7.895,0.0132,0.0003,0.0187,0.0411,0.0662
115720,fold6,T54_67_conv,0.0131729897111654,42/64,0.0,1.0,35.5914,10.4242,11.6676,32.5464,151.6213,100.0,incorrect,T54,0,11.959912300109863,614.0821,0.943,0.0044,0.0021,0.0581,0.0782,0.0599
115721,fold6,T54_680_conv,0.0266691036522388,6/64,0.0,1.0,42.9849,11.4014,12.6011,40.3267,171.8036,100.0,incorrect,T54,0,-0.605611115694046,-92.29685,0.144,0.0005,0.0019,0.1515,0.0376,0.123
115722,fold6,T54_681_conv,0.0167486742138862,57/64,0.0,1.0,37.6064,9.4284,10.7274,36.8003,60.6666,100.0,incorrect,T54,0,-38.60867023468017,880.92924,1.13,0.0245,0.0012,0.0115,0.1009,0.0693
115723,fold6,T54_682_conv,0.1247049123048782,10/64,0.0,1.0,39.9829,11.6892,13.1408,36.8181,151.9846,100.0,incorrect,T54,0,1.2445592880249023,-101.2018,-0.136,0.0006,0.0,0.002,0.0191,0.0582
115724,fold6,T54_683_conv,0.1584841012954712,3/64,0.02,0.9833,18.5933,6.2713,6.662999999999999,18.4596,15.3975,100.0,incorrect,T54,0,1.5122957527637482,-90.32074,0.47,0.0212,0.0,0.0516,0.0288,0.057
115725,fold6,T54_684_conv,0.5679652094841003,6/64,0.02,0.9868,37.5073,11.8965,13.0119,33.7793,150.9922,100.0,incorrect,T54,0,3.515213370323181,-171.1226,-0.925,0.0081,0.0011,0.0501,0.6496,0.0699
115726,fold6,T54_685_conv,0.013444684445858,9/64,0.0,1.0,44.5311,12.6477,13.0068,42.3624,130.53,100.0,incorrect,T54,0,0.3074592649936676,-76.9077,-0.411,0.0,0.1031,0.1035,0.2273,0.0756
115727,fold6,T54_686_conv,0.3452297747135162,9/64,0.04,0.9722,19.4416,6.0677,6.518,19.1117,24.565,100.0,incorrect,T54,0,1.678446650505066,-124.20814,-0.196,0.0195,0.0,0.1103,0.3664,0.1436
115728,fold6,T54_687_conv,0.0930778831243515,6/64,0.06,0.9464,18.5387,8.2288,8.3162,12.837,95.8121,100.0,incorrect,T54,0,3.1784173250198364,-97.56044,-0.213,0.1332,0.0,0.0274,0.0293,0.1186
115729,fold6,T54_688_conv,0.8970706462860107,6/64,0.18,0.8475,22.4258,8.4086,9.8112,16.6978,114.3467,100.0,incorrect,T54,0,3.167254686355592,-169.9292,-0.594,0.0915,0.001,0.0444,0.2781,0.054
115730,fold6,T54_689_conv,0.0168983731418848,51/64,0.0,1.0,37.61,12.9335,14.3312,36.5283,53.1074,100.0,incorrect,T54,0,-88.15725708007812,4484.72202,7.205,0.0013,0.0,0.0465,0.0566,0.1808
115731,fold6,T54_68_conv,-0.0032901372760534,2/64,0.0,1.0,20.1716,8.9706,9.2982,18.3351,64.939,100.0,incorrect,T54,0,0.3769083321094513,-50.76524000000001,1.442,0.3183,0.0,0.0189,0.021,0.0664
115732,fold6,T54_690_conv,0.7927743792533875,9/64,0.18,0.8364,19.7702,8.1977,9.5438,13.7477,102.9727,100.0,incorrect,T54,0,3.8587955236434937,-167.3176,-1.06,0.0013,0.0254,0.0378,0.204,0.035
115733,fold6,T54_691_conv,0.0148001937195658,31/64,0.04,0.9524,17.397000000000002,10.0604,10.223,6.9937,127.0236,100.0,incorrect,T54,0,7.396737098693848,1259.0531,2.426,0.0013,0.0001,0.3866,0.0498,0.0713
115734,fold6,T54_692_conv,0.3574199378490448,4/64,0.06,0.9483,18.9798,10.3978,10.4645,10.1791,119.869,100.0,incorrect,T54,0,2.9356720447540283,-130.7734,1.829,0.0129,0.0002,0.0772,0.0256,0.2267
115735,fold6,T54_693_conv,0.0125340772792696,19/64,0.0,1.0,25.6193,12.0993,12.8427,19.5589,132.2971,100.0,incorrect,T54,0,-195.5783348083496,1947.45854,4.282,0.0134,0.002,0.0554,0.0467,0.0627
115736,fold6,T54_694_conv,0.0995979011058807,61/64,0.04,0.9683,22.6111,12.8648,12.9388,13.1071,179.6768,100.0,incorrect,T54,0,-816.0800170898438,2921.02874,5.4860000000000015,0.0194,0.0,0.1039,0.0083,0.1232
115737,fold6,T54_695_conv,0.1776863634586334,2/64,0.12,0.8421,31.1119,11.2688,11.8208,27.3054,132.9408,100.0,incorrect,T54,0,2.6299614906311035,-92.90002,-0.232,0.0461,0.0045,0.0228,0.0463,0.0914
115738,fold6,T54_696_conv,0.0199621617794036,7/64,0.0,1.0,55.5665,18.6499,19.4086,53.4346,177.968,100.0,incorrect,T54,0,-2.5004985928535457,-10.99087,1.6269999999999998,0.0106,0.0028,0.0039,0.0765,0.1192
115739,fold6,T54_697_conv,0.2509951293468475,4/64,0.04,0.8667,10.2383,4.0399,4.3972,9.475,25.8609,100.0,incorrect,T54,0,-0.8942769169807434,-59.13134,1.784,0.1894,0.0027,0.0832,0.0519,0.094
115740,fold6,T54_698_conv,0.0969975888729095,27/64,0.02,0.975,30.9352,7.9789,8.5564,29.0419,92.7602,100.0,incorrect,T54,0,-12.899249076843262,515.1564,0.755,0.0006,0.0,0.066,0.1958,0.0783
115741,fold6,T54_699_conv,0.1381734758615493,7/64,0.02,0.9894,35.8603,11.854,12.8487,32.2488,175.6287,100.0,incorrect,T54,0,2.7644593715667725,-122.98476,-0.233,0.0483,0.1454,0.1963,0.2889,0.4534
115742,fold6,T54_69_conv,0.3142188191413879,2/64,0.04,0.9565,24.2009,9.4849,10.0907,18.4932,120.813,100.0,incorrect,T54,0,3.6479941606521606,-106.9481,0.059,0.002,0.0,0.0015,0.2347,0.0989
115743,fold6,T54_6_conv,0.1216009855270385,3/64,0.0,1.0,44.4919,14.2067,15.4944,41.8123,132.232,100.0,incorrect,T54,0,1.1273945868015292,-121.1182,-0.341,0.0,0.0,0.3454,0.4467,0.2338
115744,fold6,T54_700_conv,0.0160063132643699,8/64,0.04,0.9649,23.0494,10.489,11.9014,16.7087,154.7987,100.0,incorrect,T54,0,0.7295028269290924,-89.6044,2.128,0.0004,0.0,0.0592,0.0167,0.6798
115745,fold6,T54_701_conv,0.0164317749440669,38/64,0.06,0.925,16.5974,9.6585,9.8553,6.2341,122.644,100.0,incorrect,T54,0,9.19973373413086,1092.33066,2.717,0.0016,0.0023,0.3638,0.1429,0.0687
115746,fold6,T54_702_conv,0.3580951988697052,7/64,0.0,1.0,36.6457,14.5675,14.9698,32.2074,168.2806,100.0,incorrect,T54,0,2.0162677764892583,-111.8825,-0.056,0.0006,0.0011,0.3942,0.2193,0.0807
115747,fold6,T54_703_conv,0.755208432674408,6/64,0.12,0.875,30.3077,11.5089,13.01,24.6601,149.9867,100.0,incorrect,T54,0,2.6753809452056885,-155.7511,-0.311,0.0922,0.0,0.0077,0.0388,0.0407
115748,fold6,T54_704_conv,0.008987683802843,72/64,0.0,1.0,42.4485,14.6232,15.5387,41.0402,80.8408,100.0,"clashes,incorrect",T54,0,-16237.685546875,8121.252308,13.853,0.3015,0.0021,0.1472,0.7447,0.1699
115749,fold6,T54_706_conv,0.7223528027534485,7/64,0.04,0.9556,35.2139,14.666,15.1416,30.445,155.3558,100.0,incorrect,T54,0,2.9779151678085327,-125.3267,-0.015,0.1628,0.0054,0.0448,0.4375,0.0652
115750,fold6,T54_707_conv,-0.001682998612523,7/64,0.0,1.0,38.2122,9.1267,10.7374,37.1607,74.742,100.0,incorrect,T54,0,0.0110494792461395,-84.63101999999998,2.068,0.0015,0.0,0.0239,0.0224,0.0752
115751,fold6,T54_708_conv,0.9724425673484802,6/64,0.12,0.8696,30.8797,11.5473,13.0853,25.2091,158.4103,100.0,incorrect,T54,0,3.22551167011261,-139.1774,-0.952,0.1542,0.0002,0.2156,0.4391,0.0612
115752,fold6,T54_709_conv,0.6780967712402344,6/64,0.06,0.8966,26.9542,12.1066,13.2328,20.2529,144.1613,100.0,incorrect,T54,0,2.1819906234741206,-122.0181,-0.23,0.0021,0.0405,0.1999,0.4367,0.1149
